"","VISIT_ID","SITE_ID","VISIT_NO","DATE_COL","NTL_PPM","PTL_PPB","SITE_TYPE","ECO_REG","ECO_REG_NAME","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","tn.tp","TN_mol","TP_mol"
"97",2010273,"NLA17_NC-10033",1,"16-Jun-17",1.371,125.145,"PROB","SAP","Southern Appalachians",-78.55026,35.78938,"Region_04",879.0266408,"Urban","MAN_MADE",2.247461,62,"H03020201","NLA_NC-10076",24.2255017301986,9.7879631612765e-05,4.04035518862968e-06
"98",2010274,"NLA17_KS-10002",1,"19-Jun-17",1.034,85.93875,"PROB","SPL","Southern Plains",-95.98673,37.19249,"Region_07",16.78702206,"Non-Urban","MAN_MADE",13.48185,251,"H11070106","NLA_KS-10020",26.6060458122751,7.38202327407725e-05,2.77456609905988e-06
"99",2010275,"NLA17_KS-10033",1,"18-Jun-17",1.406,557.58875,"PROB","SPL","Southern Plains",-97.0316,37.22522,"Region_07",722.9421449,"Urban","MAN_MADE",1.067719,367,"H11030018","NLA_KS-10090",5.57596637515935,0.000100378382237453,1.80019705076834e-05
"100",2010276,"NLA17_NM-10022",1,"18-Jun-17",0.52,23.65375,"PROB","SPL","Southern Plains",-104.6535,36.5808,"Region_06",5.582279102,"Non-Urban","MAN_MADE",367.442,1868,"H11080001","NLA_NM-10024",48.612971623096,3.71242949953595e-05,7.63670554501172e-07
"101",2010277,"NLA17_NM-10002",1,"19-Jun-17",0.628,17.7475,"PROB","SPL","Southern Plains",-105.1445,35.7589,"Region_06",2.864202654,"Non-Urban","MAN_MADE",325.8984,2060,"H11080004","NLA_NM-10011",78.2476470888336,4.48347254943957e-05,5.72984967119782e-07
"102",2010278,"NLA17_CA-10007",1,"19-Jun-17",0.605,26.29875,"PROB","XER","Xeric",-122.932,39.09599,"Region_09",323.0505663,"Urban","NATURAL",1.613422,458,"H18020116","NLA_CA-10076",50.8708619454371,4.31926893696009e-05,8.49065412257579e-07
"103",2010279,"NLA17_NJ-10003",1,"19-Jun-17",0.435,60.2175,"PROB","CPL","Coastal Plains",-74.57121,39.97092,"Region_02",21.12075718,"Urban","MAN_MADE",37.14026,15,"H02040202","NLA_NJ-10001",15.9740619333591,3.1055900621118e-05,1.9441454997907e-06
"104",2010280,"NLA17_VA-10001",1,"19-Jun-17",0.611,74.07875,"PROB","SAP","Southern Appalachians",-77.89349,37.29245,"Region_03",39.89321036,"Non-Urban","MAN_MADE",28.83811,65,"H02080207","NLA_VA-10011",18.2388055427167,4.36210466195474e-05,2.39166136825043e-06
"105",2010281,"NLA17_NV-10003",1,"19-Jun-17",0.635,123.25625,"PROB","XER","Xeric",-116.5203,41.21824,"Region_09",2.917483395,"Non-Urban","MAN_MADE",233.3338,1646,"H16040106","NLA_NV-10019",11.392357451548,4.53344756193332e-05,3.9793761574057e-06
"106",2010282,"NLA17_KY-10024",1,"20-Jun-17",0.234,8.94625,"PROB","SAP","Southern Appalachians",-84.17999,37.54089,"Region_04",26.56984848,"Non-Urban","MAN_MADE",63.12762,241,"H05100205","NLA_KY-10057",57.8393835281166,1.67059327479118e-05,2.88833174367959e-07
"107",2010283,"NLA17_PA-10010",1,"20-Jun-17",0.785,39.29875,"PROB","SAP","Southern Appalachians",-77.17689,39.98016,"Region_03",114.5668719,"Non-Urban","MAN_MADE",1.810438,232,"H11120103","NLA_PA-10043",44.1712559785322,5.60434068679946e-05,1.26877548818699e-06
"108",2010284,"NLA17_DE-10001",1,"19-Jun-17",1.303,97.533,"PROB","CPL","Coastal Plains",-75.68735,39.42401,"Region_03",3.021109323,"Urban","MAN_MADE",65.47475,1,"H02040205","NLA_DE-10002",29.5421202216634,9.30249161133719e-05,3.14889098735561e-06
"109",2010285,"NLA17_TX-10006",1,"20-Jun-17",0.749,86.135,"PROB","SPL","Southern Plains",-96.71958,32.83673,"Region_06",36.35277365,"Urban","MAN_MADE",427.1517,139,"H12030105","NLA_TX-10076",19.2287471158831,5.34732633683158e-05,2.78090210693689e-06
"110",2010286,"NLA17_MI-HP001",1,"20-Jun-17",0.365,12.2,"HAND","UMW","Upper Midwest",-85.458218,42.61994,"Region_05",0,"Urban","NATURAL",14.83602,245.55,"H04050007","NLA_MI-10234",66.1579229663271,2.60583993717427e-05,3.93881763564522e-07
"111",2010287,"NLA17_MI-10001",2,"20-Jun-17",0.916,19.0025,"PROB","UMW","Upper Midwest",-85.46762,43.21885,"Region_05",185.2199585,"Non-Urban","NATURAL",20.59036,269,"H04050001","NLA_MI-10009",106.594196615557,6.53958734918255e-05,6.13503132142199e-07
"112",2010288,"NLA17_NM-10001",1,"20-Jun-17",0.25,12.68875,"PROB","XER","Xeric",-105.9172,35.97467,"Region_06",20.01190764,"Urban","MAN_MADE",40.80007,1916,"H13020101","NLA_NM-10009",43.5682379731367,1.7848218747769e-05,4.09661248149945e-07
"113",2010289,"NLA17_MO-HP008",1,"20-Jun-17",0.315,13.47625,"HAND","SAP","Southern Appalachians",-90.61783131,37.41840749,"Region_07",0,"Non-Urban","MAN_MADE",38.73707,260.58,"H08020303","NLA_MO-10093",51.6880708114545,2.24887556221889e-05,4.3508599313413e-07
"114",2010290,"NLA17_MO-HP010",1,"20-Jun-17",0.228,8.5,"HAND","SAP","Southern Appalachians",-90.92822402,37.95185789,"Region_07",0,"Non-Urban","MAN_MADE",71.32494,257.33,"H07140204","NLA_MO-10031",59.3150293386416,1.62775754979653e-05,2.74425818876921e-07
"115",2010291,"NLA17_MI-10014",1,"20-Jun-17",0.838,20.225,"PROB","UMW","Upper Midwest",-88.06311,46.27668,"Region_05",2372.221992,"Non-Urban","NATURAL",1.596552,455,"H04060105","NLA_MI-10104",91.622959681466,5.98272292425216e-05,6.52972021974791e-07
"116",2010292,"NLA17_KS-10025",1,"20-Jun-17",1.625,146.7975,"PROB","TPL","Temperate Plains",-94.68516,37.50446,"Region_07",152.8814082,"Urban","MAN_MADE",4.461342,287,"H11070207","NLA_KS-10082",24.4784285650685,0.000116013421860498,4.73941460548056e-06
"117",2010293,"NLA17_SD-10005",1,"20-Jun-17",1.423,59.22,"PROB","TPL","Temperate Plains",-96.63403,44.87791,"Region_08",25.05623848,"Non-Urban","NATURAL",427.2453,515,"H07020002","NLA_SD-10010",53.1355677436454,0.000101592061112301,1.91194082281073e-06
"118",2010294,"NLA17_ND-10007",1,"20-Jun-17",1.648,167.28,"PROB","TPL","Temperate Plains",-100.7485,48.33427,"Region_08",47.06030531,"Non-Urban","NATURAL",501.2988,450,"H09030002","NLA_ND-10015",21.7852232986738,0.000117655457985293,5.4007001154978e-06
"119",2010295,"NLA17_GA-10005",1,"20-Jun-17",2.048,67.1075,"PROB","CPL","Coastal Plains",-83.96636,32.63901,"Region_04",1139.192455,"Non-Urban","MAN_MADE",2.444591,129,"H03130005","NLA_GA-10028",67.4850727673177,0.000146212607981723,2.16659184003329e-06
"120",2010296,"NLA17_CA-10010",1,"20-Jun-17",0.149,12.83375,"PROB","WMT","Western Mountains",-122.6943,40.50758,"Region_09",55.74347533,"Non-Urban","MAN_MADE",36.17218,614,"H18020152","NLA_CA-10067",25.6732897111644,1.06375383736703e-05,4.1434262976608e-07
"121",2010297,"NLA17_VA-10004",1,"20-Jun-17",0.549,35.00125,"PROB","SAP","Southern Appalachians",-77.63606,37.12263,"Region_03",39.89321036,"Non-Urban","MAN_MADE",34.291,62,"H03010201","NLA_VA-10025",34.6846740948188,3.91946883701007e-05,1.13002902270186e-06
"122",2010298,"NLA17_VA-10006",1,"20-Jun-17",0.351,34.1325,"PROB","CPL","Coastal Plains",-77.52261,37.15527,"Region_03",27.11399558,"Urban","MAN_MADE",35.26673,45,"H03010201","NLA_VA-10015",22.7398631021056,2.50588991218676e-05,1.10198108974312e-06
"123",2010299,"NLA17_IA-10003",1,"20-Jun-17",0.798,32.85375,"PROB","TPL","Temperate Plains",-92.46028,41.47723,"Region_07",49.30899854,"Non-Urban","MAN_MADE",50.17118,234,"H08020402","NLA_IA-10025",53.71143698435,5.69715142428786e-05,1.06069614669737e-06
"124",2010300,"NLA17_OK-10007",1,"19-Jun-17",0.818,47.00625,"PROB","SPL","Southern Plains",-98.59889,36.11466,"Region_06",19.61112779,"Non-Urban","MAN_MADE",3254.786,492,"H11100301","NLA_OK-10077",38.481015634966,5.83993717427001e-05,1.51761513512744e-06
"125",2010301,"NLA17_OK-10013",1,"20-Jun-17",1.484,571.2225,"PROB","SPL","Southern Plains",-99.29046,35.4454,"Region_06",101.123117,"Non-Urban","MAN_MADE",10.1301,552,"H11130302","NLA_OK-10111",5.74483320036694,0.000105947026486757,1.84421414498143e-05
"126",2010302,"NLA17_IN-10047",1,"20-Jun-17",0.179,5.66,"HAND","SAP","Southern Appalachians",-86.34304,39.18593,"Region_05",0,"Non-Urban","MAN_MADE",47.071,180,"H05020002","NLA_IN-10094",69.9335263923061,1.27793246234026e-05,1.82735309981573e-07
"127",2010303,"NLA17_NV-10090",1,"20-Jun-17",0.716,112.57375,"PROB","XER","Xeric",-115.7954,41.65361,"Region_09",5.397955312,"Non-Urban","MAN_MADE",897.8274,1892,"H17050104","NLA_NV-10228",14.0645135968359,5.11172984936103e-05,3.63448747385833e-06
"128",2010304,"NLA17_MI-10122",1,"21-Jun-17",1.134,59.0625,"PROB","UMW","Upper Midwest",-85.77959,42.83113,"Region_05",199.2113708,"Urban","NATURAL",1.196756,214,"H10090209","NLA_MI-10214",42.4570736318698,8.095952023988e-05,1.9068558738139e-06
"129",2010305,"NLA17_VA-10035",1,"21-Jun-17",1.38,89.275,"PROB","SAP","Southern Appalachians",-78.18866,37.46131,"Region_03",197.6851225,"Non-Urban","MAN_MADE",1.780286,92,"H02080207","NLA_VA-10068",34.1820461191895,9.85221674876847e-05,2.88227823296907e-06
"130",2010306,"NLA17_PA-10005",1,"21-Jun-17",0.878,48.26,"PROB","SAP","Southern Appalachians",-75.86381,40.11238,"Region_03",29.03036044,"Urban","MAN_MADE",63.19608,187,"H02040205","NLA_PA-10020",40.2305552484607,6.26829442421646e-05,1.55809294341179e-06
"131",2010307,"NLA17_KS-10001",2,"21-Jun-17",2.408,505.62,"PROB","SPL","Southern Plains",-97.37486,39.3321,"Region_07",16.78702206,"Non-Urban","MAN_MADE",10.23476,415,"H10250017","NLA_KS-10021",10.5312777408535,0.000171914042978511,1.63241391224175e-05
"132",2010308,"NLA17_OH-HP001",1,"21-Jun-17",0.504,13.75125,"HAND","NAP","Northern Appalachians",-81.3108,41.1781,"Region_05",0,"Urban","NATURAL",46.2056,321.09,"H04110002","NLA_OH-10087",81.0470453839892,3.59820089955022e-05,4.4396447550956e-07
"133",2010309,"NLA17_KY-10027",1,"21-Jun-17",1.038,35.195,"PROB","SAP","Southern Appalachians",-84.5809,38.49867,"Region_04",4.623791975,"Non-Urban","MAN_MADE",40.09612,256,"H05100205","NLA_KY-10060",65.2176599864458,7.41058042407368e-05,1.13628431710273e-06
"134",2010310,"NLA17_FL-10003",1,"21-Jun-17",0.416,13.04625,"PROB","CPL","Coastal Plains",-81.13767,28.63769,"Region_04",56.4601393,"Urban","NATURAL",24.4705,11,"H03080101","NLA_FL-10006",70.5109331818603,2.96994359962876e-05,4.21203275238003e-07
"135",2010311,"NLA17_MI-10017",1,"21-Jun-17",4.45,13.61875,"PROB","UMW","Upper Midwest",-85.11544,42.78404,"Region_05",247.1927677,"Urban","NATURAL",36.97648,248,"H04020201","NLA_MI-10135",722.556133019047,0.000317698293710288,4.39686661274125e-07
"136",2010312,"NLA17_IA-10005",1,"21-Jun-17",0.729,35.17125,"PROB","TPL","Temperate Plains",-94.905,43.17179,"Region_07",36.3184316,"Non-Urban","NATURAL",427.7011,410,"H10230003","NLA_IA-10087",45.8340836467301,5.20454058684943e-05,1.1355175390794e-06
"137",2010313,"NLA17_MO-10008",1,"21-Jun-17",1.366,103.61375,"PROB","TPL","Temperate Plains",-92.60392,38.62966,"Region_07",971.3654049,"Urban","MAN_MADE",2.482681,250,"H10300102","NLA_MO-10057",29.1529250165549,9.75226672378097e-05,3.34521037537159e-06
"138",2010314,"NLA17_ND-10001",1,"21-Jun-17",1.69,508.1025,"PROB","TPL","Temperate Plains",-97.23814,46.09872,"Region_08",47.06030531,"Non-Urban","NATURAL",256.2103,330,"H09030001","NLA_ND-10043",7.35502581068165,0.000120653958734918,1.64042876042248e-05
"139",2010315,"NLA17_MO-HP007",1,"21-Jun-17",0.18,4.6175,"HAND","SAP","Southern Appalachians",-91.261113,37.386994,"Region_07",0,"Non-Urban","MAN_MADE",8.896605,307.26,"H11010008","NLA_MO-10003",86.2014218297302,1.28507174983937e-05,1.4907779043108e-07
"140",2010316,"NLA17_MO-HP006",1,"21-Jun-17",0.179,6.4275,"HAND","SAP","Southern Appalachians",-91.05109728,36.63579622,"Region_07",0,"Non-Urban","MAN_MADE",17.68375,173.23,"H11010009","NLA_MO-10002",61.582848600615,1.27793246234026e-05,2.07514347156636e-07
"141",2010317,"NLA17_ND-10005",1,"20-Jun-17",5.138,268.28125,"PROB","NPL","Northern Plains",-101.5133,47.86474,"Region_08",15.06060408,"Non-Urban","NATURAL",52.49487,621,"H10110101","NLA_ND-10047",42.3499212425834,0.000366816591704148,8.66156490830281e-06
"142",2010318,"NLA17_ND-10084",1,"21-Jun-17",2.904,90.04625,"PROB","NPL","Northern Plains",-102.1524,48.38932,"Region_08",60.62663326,"Non-Urban","NATURAL",4.707638,669,"H10110101","NLA_ND-10181",71.3148230694816,0.000207324908974084,2.90717834035834e-06
"143",2010319,"NLA17_GA-10020",1,"21-Jun-17",0.499,22.295,"PROB","CPL","Coastal Plains",-83.49964,31.75569,"Region_04",1532.000199,"Non-Urban","MAN_MADE",1.914558,102,"H12020003","NLA_GA-10057",49.4927855234334,3.56250446205469e-05,7.19802780218935e-07
"144",2010320,"NLA17_SD-10023",1,"21-Jun-17",1.551,241.0625,"PROB","TPL","Temperate Plains",-97.7708,45.03031,"Region_08",12.46295597,"Non-Urban","NATURAL",13.88984,533,"H10170201","NLA_SD-10187",14.2275778245247,0.000110730349111159,7.78279693682561e-06
"145",2010321,"NLA17_SD-10073",1,"21-Jun-17",2.055,218.34875,"PROB","NPL","Northern Plains",-99.66352,43.86445,"Region_08",41.05143967,"Non-Urban","MAN_MADE",6.428868,536,"H10140204","NLA_SD-10214",20.8118144123154,0.000146712358106661,7.04947464935318e-06
"146",2010322,"NLA17_MT-10055",1,"21-Jun-17",2.239,108.71,"PROB","NPL","Northern Plains",-104.3491,48.47916,"Region_08",12.4554866,"Non-Urban","NATURAL",27.18635,590,"H10060006","NLA_MT-10198",45.5442365112055,0.000159848647105019,3.50974479648354e-06
"147",2010323,"NLA17_ND-10037",1,"21-Jun-17",3.564,315.16375,"PROB","NPL","Northern Plains",-102.3111,48.23974,"Region_08",151.0216928,"Non-Urban","NATURAL",1.198415,684,"H10110101","NLA_ND-10157",25.0063476301314,0.000254444206468194,1.01751847263613e-05
"148",2010324,"NLA17_ND-10020",1,"22-Jun-17",3.18,51.51375,"PROB","TPL","Temperate Plains",-100.2783,47.8483,"Region_08",169.5088871,"Non-Urban","NATURAL",19.19744,489,"H09030001","NLA_ND-10139",136.506327345193,0.000227029342471621,1.66314153260835e-06
"149",2010325,"NLA17_NM-10025",1,"22-Jun-17",0.423,24.8375,"PROB","WMT","Western Mountains",-105.1939,36.77464,"Region_06",35.5450092,"Non-Urban","MAN_MADE",2.239607,2843,"H11080002","NLA_NM-10095",37.6600867016459,3.01991861212251e-05,8.01888385453591e-07
"150",2010326,"NLA17_OK-HP001",1,"21-Jun-17",2.03,130.86,"HAND","SPL","Southern Plains",-102.875142,36.8486239,"Region_06",0,"Non-Urban","MAN_MADE",63.57875,1314.36,"H11040002","NLA_OK-10078",34.3034618233448,0.000144927536231884,4.22486619508634e-06
"151",2010327,"NLA17_OK-10086",1,"21-Jun-17",0.533,30.65,"PROB","TPL","Temperate Plains",-96.74831,36.96167,"Region_06",202.0908498,"Non-Urban","MAN_MADE",1.587529,367,"H11060001","NLA_OK-10184",38.4543574051567,3.80524023702435e-05,9.8954721747972e-07
"152",2010328,"NLA17_WV-10001",1,"21-Jun-17",0.164,4.22125,"PROB","SAP","Southern Appalachians",-79.49873,39.46941,"Region_03",1.269549789,"Non-Urban","MAN_MADE",60.88711,782,"H05030103","NLA_WV-10013",85.9115595156777,1.17084314985364e-05,1.36284704462847e-07
"153",2010329,"NLA17_MI-10127",1,"22-Jun-17",2.111,240.31375,"PROB","UMW","Upper Midwest",-83.71904,42.89458,"Region_05",199.2113708,"Urban","NATURAL",1.29767,254,"H10270103","NLA_MI-10219",19.4248843172201,0.000150710359106161,7.7586232507216e-06
"154",2010330,"NLA17_CA-10006",1,"21-Jun-17",0.165,20.1425,"PROB","WMT","Western Mountains",-122.8417,39.72616,"Region_09",353.5533378,"Non-Urban","MAN_MADE",1.033385,1811,"H18010104","NLA_CA-10063",18.1142100793785,1.17798243735275e-05,6.50308477262162e-07
"155",2010331,"NLA17_KS-10005",2,"22-Jun-17",0.698,67.17625,"PROB","TPL","Temperate Plains",-95.04207,39.34876,"Region_07",326.258219,"Urban","MAN_MADE",4.302133,288,"H10240011","NLA_KS-10045",22.9767444743035,4.9832226743771e-05,2.16881146062715e-06
"156",2010332,"NLA17_MO-HP001",1,"22-Jun-17",0.195,7.30625,"HAND","SAP","Southern Appalachians",-90.917282,37.726925,"Region_07",0,"Non-Urban","MAN_MADE",124.3664,330.66,"H07120002","NLA_MO-10001",59.0186010708198,1.39216106232598e-05,2.35885134019941e-07
"157",2010333,"NLA17_MO-HP009",1,"22-Jun-17",0.2,10.94625,"HAND","SAP","Southern Appalachians",-90.7787,37.593907,"Region_07",0,"Non-Urban","MAN_MADE",20.02175,332.22,"H11010007","NLA_MO-10094",40.4029858321626,1.42785749982152e-05,3.53403955280176e-07
"158",2010334,"NLA17_NV-10225",1,"21-Jun-17",0.05,3.18375,"PROB","XER","Xeric",-115.0871,41.02647,"Region_09",5.528928972,"Non-Urban","MAN_MADE",4.826133,2554,"H16040101","NLA_NV-10002",34.7280081401893,3.56964374955379e-06,1.02788611864635e-07
"159",2010335,"NLA17_FL-10006",1,"22-Jun-17",1.428,85.9325,"PROB","CPL","Coastal Plains",-81.26992,28.83882,"Region_04",51.42246091,"Urban","NATURAL",3565.565,0,"H03080101","NLA_FL-10062",36.7468053573481,0.000101949025487256,2.77436431536953e-06
"160",2010336,"NLA17_NJ-10004",1,"22-Jun-17",0.445,9.045,"PROB","CPL","Coastal Plains",-74.77998,39.40948,"Region_02",107.5985912,"Urban","MAN_MADE",11.8688,9,"H02040302","NLA_NJ-10020",108.792828485939,3.17698293710288e-05,2.920213566755e-07
"161",2010337,"NLA17_AZ-10021",1,"21-Jun-17",0.251,12.9125,"PROB","WMT","Western Mountains",-112.3854,34.51849,"Region_09",2.045857974,"Urban","MAN_MADE",19.91372,1686,"H15070102","NLA_AZ-10103",42.9845332429788,1.791961162276e-05,4.16885104264499e-07
"162",2010338,"NLA17_IA-10001",1,"22-Jun-17",2.546,79.3275,"PROB","TPL","Temperate Plains",-94.65035,43.15574,"Region_07",54.29511928,"Urban","NATURAL",362.6214,372,"H08020402","NLA_IA-10021",70.9714143022205,0.000181766259727279,2.56111931140693e-06
"163",2010339,"NLA17_NM-10041",1,"23-Jun-17",0.355,34.03625,"PROB","SPL","Southern Plains",-105.2196,35.948,"Region_06",5.582279102,"Non-Urban","MAN_MADE",160.177,2137,"H11080004","NLA_NM-10110",23.0640449816277,2.53444706218319e-05,1.09887362091172e-06
"164",2010340,"NLA17_KS-10041",1,"23-Jun-17",0.398,22.6925,"PROB","TPL","Temperate Plains",-94.80279,38.98379,"Region_07",7.153542576,"Urban","MAN_MADE",45.74943,265,"H10270104","NLA_KS-10098",38.7837283461041,2.84143642464482e-05,7.32636222925238e-07
"165",2010341,"NLA17_CT-10001",1,"22-Jun-17",0.395,17.0125,"PROB","NAP","Northern Appalachians",-72.21896,41.92421,"Region_01",170.3550187,"Urban","MAN_MADE",19.46022,205,"H01100002","NLA_CT-10020",51.342591490903,2.8200185621475e-05,5.49255205134543e-07
"166",2010342,"NLA17_CT-HP001",1,"21-Jun-17",0.275,11.54375,"HAND","NAP","Northern Appalachians",-72.528337,41.409888,"Region_01",0,"Urban","MAN_MADE",23.88744,97.86,"H01080205","NLA_CT-10057",52.678646673724,1.96330406225459e-05,3.726944760777e-07
"167",2010343,"NLA17_NC-10015",1,"25-Jun-17",1.828,623.8925,"PROB","SAP","Southern Appalachians",-80.26304,35.11601,"Region_04",146.465984,"Non-Urban","MAN_MADE",6.156236,118,"H03040105","NLA_NC-10046",6.47910853023708,0.000130506175483687,2.01426129651376e-05
"168",2010344,"NLA17_WI-10014",1,"21-Jun-17",1.91,20.5,"PROB","UMW","Upper Midwest",-89.18304,44.33295,"Region_05",801.1158544,"Urban","NATURAL",1.084365,272,"H04100011","NLA_WI-10096",206.028990439205,0.000136360391232955,6.61850504350221e-07
"169",2010345,"NLA17_TN-10005",1,"26-Jun-17",1.856,59.2,"PROB","SAP","Southern Appalachians",-82.74069,36.1958,"Region_04",269.0825609,"Urban","MAN_MADE",1.295486,444,"H11110104","NLA_TN-10044",69.3274287907784,0.000132505175983437,1.91129511500161e-06
"170",2010346,"NLA17_ND-10008",2,"26-Jun-17",5.394,247.68625,"PROB","NPL","Northern Plains",-100.3903,47.27222,"Region_08",16.53898413,"Non-Urban","NATURAL",198.355,587,"H10130101","NLA_ND-10091",48.1568279363647,0.000385093167701863,7.99664729185926e-06
"171",2010347,"NLA17_NM-10005",1,"26-Jun-17",1.34,168.465,"PROB","WMT","Western Mountains",-108.9316,35.98083,"Region_06",2.440690822,"Non-Urban","MAN_MADE",15.3952,2290,"H15020006","NLA_NM-10060",17.5891130534982,9.56664524880417e-05,5.43895830318829e-06
"172",2010348,"NLA17_NM-10044",1,"25-Jun-17",0.324,91.17125,"PROB","WMT","Western Mountains",-108.1597,33.03037,"Region_06",12.96967829,"Non-Urban","MAN_MADE",27.66773,1840,"H15040001","NLA_NM-10113",7.85843253808413,2.31312914971086e-05,2.94349940462147e-06
"173",2010349,"NLA17_CT-10003",1,"26-Jun-17",0.189,4.07125,"PROB","NAP","Northern Appalachians",-73.03985,41.88112,"Region_01",13.89989526,"Urban","NATURAL",99.9845,285,"H01080207","NLA_CT-10004",102.655650859986,1.34932533733133e-05,1.31441895894431e-07
"174",2010350,"NLA17_NC-10030",1,"26-Jun-17",0.181,9.80125,"PROB","SAP","Southern Appalachians",-82.171,35.43116,"Region_04",8.281572421,"Non-Urban","MAN_MADE",18.61398,277,"H03050105","NLA_NC-10073",40.8362577443801,1.29221103733847e-05,3.16437183207932e-07
"175",2010351,"NLA17_NV-10006",2,"26-Jun-17",0.11,25.59125,"PROB","XER","Xeric",-117.1657,39.24104,"Region_09",6.532128325,"Non-Urban","MAN_MADE",5.804787,2255,"H16060004","NLA_NV-10112",9.50495388134306,7.85321624901835e-06,8.26223498509882e-07
"176",2010352,"NLA17_OR-10052",1,"26-Jun-17",0.275,57.2575,"PROB","WMT","Western Mountains",-123.1775,46.04288,"Region_10",84.98418474,"Non-Urban","NATURAL",2.538131,235,"H17080003","NLA_OR-10150",10.6206021488853,1.96330406225459e-05,1.84858074404062e-06
"177",2010353,"NLA17_NC-10007",1,"27-Jun-17",0.515,15.255,"PROB","SAP","Southern Appalachians",-81.88275,36.14793,"Region_04",41.0989345,"Non-Urban","MAN_MADE",4.071636,1137,"H05140204","NLA_NC-10057",74.6524121886708,3.67673306204041e-05,4.92513631407933e-07
"178",2010354,"NLA17_OH-10038",1,"27-Jun-17",0.873,27.845,"PROB","SAP","Southern Appalachians",-81.22176,40.24381,"Region_05",69.94919294,"Non-Urban","MAN_MADE",669.1912,272,"H05040001","NLA_OH-10086",69.3291458681659,6.23259798672092e-05,8.98986697250336e-07
"179",2010355,"NLA17_TX-10086",1,"27-Jun-17",1.804,40.00125,"PROB","CPL","Coastal Plains",-98.17065,26.41703,"Region_06",24.39777001,"Urban","MAN_MADE",17.73051,24,"H12110208","NLA_TX-10253",99.7267804546383,0.000128792746483901,1.2914559749824e-06
