"","VISIT_ID","SITE_ID","VISIT_NO","DATE_COL","NTL_PPM","PTL_PPB","SITE_TYPE","ECO_REG","ECO_REG_NAME","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","tn.tp","TN_mol","TP_mol"
"283",2010459,"NLA17_MN-10007",1,"12-Jul-17",0.475,13.71125,"PROB","UMW","Upper Midwest",-94.60199,47.07371,"Region_05",143.2428323,"Non-Urban","NATURAL",105.3593,401,"H05140104","NLA_MN-10053",76.6064590176032,3.3911615620761e-05,4.42673059891315e-07
"284",2010460,"NLA17_ME-10001",1,"12-Jul-17",0.283,8.48,"PROB","NAP","Northern Appalachians",-68.22616,44.87848,"Region_01",27.48412701,"Non-Urban","NATURAL",103.9488,98,"H01050002","NLA_ME-10039",73.7971196800016,2.02041836224745e-05,2.73780111067799e-07
"285",2010461,"NLA17_ID-10059",1,"12-Jul-17",0.663,41.60375,"PROB","XER","Xeric",-115.8431,42.96557,"Region_10",2.420579044,"Non-Urban","MAN_MADE",31.08923,749,"H17050101","NLA_ID-10186",35.2395114346784,4.73334761190833e-05,1.34319331318832e-06
"286",2010462,"NLA17_AL-10003",1,"12-Jul-17",0.776,100.4125,"PROB","CPL","Coastal Plains",-87.787,32.51724,"Region_04",33.06298481,"Urban","MAN_MADE",4731.474,22,"H04120104","NLA_AL-10005",17.0892408078815,5.54008709930749e-05,3.24185676917398e-06
"287",2010463,"NLA17_UT-10007",1,"12-Jul-17",0.306,64.105,"PROB","WMT","Western Mountains",-111.3751,38.07062,"Region_08",42.04716158,"Non-Urban","MAN_MADE",11.22872,3075,"H14070003","NLA_UT-10205",10.5554888231483,2.18462197472692e-05,2.06965495518882e-06
"288",2010464,"NLA17_VA-10012",1,"12-Jul-17",1.103,92.88,"PROB","CPL","Coastal Plains",-76.76699,37.39947,"Region_03",17.6948878,"Non-Urban","MAN_MADE",4.947251,13,"H02080107","NLA_VA-10056",26.2604481902905,7.87463411151567e-05,2.99866706556334e-06
"289",2010465,"NLA17_VA-HP005",1,"12-Jul-17",0.301,11.17875,"HAND","CPL","Coastal Plains",-76.707685,37.303695,"Region_03",0,"Urban","MAN_MADE",129.6504,10.78,"H02080107","NLA_VA-10010",59.5418165194044,2.14892553723138e-05,3.60910308561221e-07
"290",2010466,"NLA17_SD-10022",1,"12-Jul-17",0.813,68.31375,"PROB","TPL","Temperate Plains",-96.47912,42.48984,"Region_08",169.395425,"Urban","MAN_MADE",1.417028,332,"H10170101","NLA_SD-10186",26.3166889769554,5.80424073677447e-05,2.20553609227097e-06
"291",2010467,"NLA17_IN-10003",1,"12-Jul-17",1.06,21.92875,"PROB","UMW","Upper Midwest",-85.75191,41.32109,"Region_05",6.557507086,"Urban","NATURAL",322.0066,250,"H05020002","NLA_IN-10010",106.890920523338,7.56764474905404e-05,7.07978255964385e-07
"292",2010468,"NLA17_PA-HP002",1,"12-Jul-17",0.353,12.23125,"HAND","NAP","Northern Appalachians",-79.89817,42.003975,"Region_03",0,"Non-Urban","NATURAL",22.13444,396.49,"H05040001","NLA_PA-10074",63.8193961507837,2.52016848718498e-05,3.94890682016275e-07
"293",2010469,"NLA17_GA-10022",1,"12-Jul-17",0.856,59.52,"PROB","CPL","Coastal Plains",-82.07362,32.43722,"Region_04",13.23708799,"Urban","MAN_MADE",13.35129,59,"H03060203","NLA_GA-10059",31.8023835028146,6.1112300992361e-05,1.92162643994757e-06
"294",2010470,"NLA17_VT-10003",1,"12-Jul-17",0.266,4.5425,"PROB","NAP","Northern Appalachians",-71.71667,44.95559,"Region_01",21.5712315,"Non-Urban","NATURAL",177.5576,531,"H04150500","NLA_VT-10022",129.489790704428,1.89905047476262e-05,1.46656386146872e-07
"295",2010471,"NLA17_NE-10046",1,"12-Jul-17",4.088,358.63375,"PROB","SPL","Southern Plains",-102.6227,41.89292,"Region_07",22.66817148,"Non-Urban","NATURAL",32.40348,1179,"H10180009","NLA_NE-10180",25.2062684956977,0.000291854072963518,1.15786306494883e-05
"296",2010472,"NLA17_MN-HP003",1,"11-Jul-17",0.399,14.845,"HAND","UMW","Upper Midwest",-92.6949,46.83218,"Region_05",0,"Non-Urban","NATURAL",25.79552,401.94,"H04010201","NLA_MN-10081",59.4348980405722,2.84857571214393e-05,4.79276621320928e-07
"297",2010473,"NLA17_MN-10025",1,"12-Jul-17",0.92625,21.8225,"PROB","UMW","Upper Midwest",-94.13103,47.07554,"Region_05",173.5943517,"Non-Urban","NATURAL",106.8276,395,"H07020002","NLA_MN-10145",93.8582704479307,6.6127650460484e-05,7.04547933228424e-07
"298",2010474,"NLA17_MT-10009",1,"12-Jul-17",2.406,978.675,"PROB","NPL","Northern Plains",-108.01,48.83419,"Region_08",17.46709451,"Non-Urban","NATURAL",68.04424,821,"H10050004","NLA_MT-10118",5.43633181545833,0.000171771257228529,3.15969045046318e-05
"299",2010475,"NLA17_OR-10060",1,"12-Jul-17",0.549,40.66125,"PROB","XER","Xeric",-117.3041,43.60434,"Region_10",10.95467402,"Non-Urban","MAN_MADE",4657.218,810,"H17050110","NLA_OR-10158",29.8566066995303,3.91946883701007e-05,1.31276433268343e-06
"300",2010476,"NLA17_MS-10003",1,"11-Jul-17",0.504,29.41625,"PROB","CPL","Coastal Plains",-89.68451,34.46148,"Region_04",3.385591167,"Urban","MAN_MADE",12459.03,81,"H09030001","NLA_MS-10023",37.887160424479,3.59820089955022e-05,9.49715117004497e-07
"301",2010477,"NLA17_MS-10007",1,"12-Jul-17",0.583,15.7875,"PROB","CPL","Coastal Plains",-88.59346,34.31396,"Region_04",76.31996365,"Non-Urban","MAN_MADE",7.809252,122,"H03160112","NLA_MS-10045",81.6589928984563,4.16220461197972e-05,5.0970560182581e-07
"302",2010478,"NLA17_OH-10007",1,"13-Jul-17",2.575,26.82625,"PROB","TPL","Temperate Plains",-83.02039,41.23823,"Region_05",4.338763779,"Urban","MAN_MADE",46.62169,231,"H03180001","NLA_OH-10039",212.258990343073,0.00018383665310202,8.66095955723176e-07
"303",2010479,"NLA17_NE-10061",1,"12-Jul-17",0.428,21.2175,"PROB","SPL","Southern Plains",-103.1098,41.67748,"Region_07",22.66817148,"Non-Urban","MAN_MADE",20.11748,1118,"H10180009","NLA_NE-10195",44.6065244747856,3.05561504961805e-05,6.85015272002478e-07
"304",2010480,"NLA17_ME-10043",1,"13-Jul-17",0.491,22.98,"PROB","NAP","Northern Appalachians",-69.31837903,44.99273106,"Region_01",51.41819825,"Non-Urban","NATURAL",4.366386824,89,"H01030003","NLA_ME-10085",47.2476590904411,3.50539016206183e-05,7.41918272681369e-07
"305",2010481,"NLA17_TX-10072",1,"12-Jul-17",0.931,27.11,"PROB","SPL","Southern Plains",-98.4127,32.4657,"Region_06",308.8213797,"Non-Urban","MAN_MADE",3.129965,351,"H12060201","NLA_TX-10239",75.9397200281084,6.64667666166917e-05,8.75256935265097e-07
"306",2010482,"NLA17_FL-10005",1,"13-Jul-17",2.316,32.67125,"PROB","CPL","Coastal Plains",-81.83983,28.89574,"Region_04",51.42246091,"Urban","NATURAL",6348.878,17,"H03080102","NLA_FL-10040",156.755083042256,0.000165345898479332,1.05480406293913e-06
"307",2010483,"NLA17_SC-10027",1,"13-Jul-17",0.399,20.7975,"PROB","CPL","Coastal Plains",-79.89975,34.63796,"Region_04",3.569205055,"Urban","MAN_MADE",89.4445,31,"H03040201","NLA_SC-10051",42.4239000558862,2.84857571214393e-05,6.71455408010913e-07
"308",2010484,"NLA17_VA-10002",1,"13-Jul-17",0.904,104.6075,"PROB","CPL","Coastal Plains",-76.82107,37.30188,"Region_03",124.6817829,"Urban","MAN_MADE",18.43287,2,"H02080206","NLA_VA-10014",19.1097249257195,6.45391589919326e-05,3.37729398213735e-06
"309",2010485,"NLA17_VA-HP007",1,"13-Jul-17",0.245,4.2,"HAND","CPL","Coastal Plains",-76.84210284,37.35866948,"Region_03",0,"Urban","MAN_MADE",360.8496,17.77,"H02080206","NLA_VA-10007",128.992845235715,1.74912543728136e-05,1.35598639915655e-07
"310",2010486,"NLA17_NE-10073",1,"13-Jul-17",3.031,71.29125,"PROB","SPL","Southern Plains",-102.2251,41.97981,"Region_07",22.66817148,"Non-Urban","NATURAL",41.32001,1187,"H10210001","NLA_NE-10207",94.0152997520422,0.000216391804097951,2.30166584235403e-06
"311",2010487,"NLA17_OR-10009",1,"13-Jul-17",0.819,310.705,"PROB","WMT","Western Mountains",-117.6942,44.3629,"Region_10",11.47301235,"Non-Urban","MAN_MADE",202.3923,1026,"H17050119","NLA_OR-10108",5.82887158915835,5.84707646176912e-05,1.00312322416651e-05
"312",2010488,"NLA17_MO-10006",1,"13-Jul-17",0.338,5.75625,"PROB","SAP","Southern Appalachians",-91.88282,36.65984,"Region_07",62.00026584,"Non-Urban","MAN_MADE",21.27236,324,"H11010010","NLA_MO-10044",129.845194422475,2.41307917469837e-05,1.85842778812974e-07
"313",2010489,"NLA17_AL-10004",1,"14-Jul-17",0.494,65.2,"PROB","CPL","Coastal Plains",-88.35121,31.62067,"Region_04",12.20503177,"Non-Urban","MAN_MADE",32.56146,52,"H04120103","NLA_AL-10039",16.7543730621674,3.52680802455915e-05,2.10500745773826e-06
"314",2010490,"NLA17_AL-10008",1,"13-Jul-17",0.763,52.0075,"PROB","CPL","Coastal Plains",-87.75033,32.21074,"Region_04",13.37002861,"Non-Urban","MAN_MADE",18.17583,66,"H03160201","NLA_AL-10051",32.4419827079394,5.44727636181909e-05,1.67908244414605e-06
"315",2010491,"NLA17_ND-10095",1,"14-Jul-17",2.6,221.83875,"PROB","NPL","Northern Plains",-99.41453,46.84995,"Region_08",24.88253601,"Non-Urban","NATURAL",42.19265,532,"H10130103","NLA_ND-10192",25.9170022714653,0.000185621474976797,7.162150662045e-06
"316",2010492,"NLA17_ND-10003",1,"13-Jul-17",3.15,197.45,"PROB","TPL","Temperate Plains",-98.89154,48.25678,"Region_08",47.06030531,"Non-Urban","NATURAL",180.9746,443,"H09030002","NLA_ND-10021",35.2778609406363,0.000224887556221889,6.37475034555859e-06
"317",2010493,"NLA17_ND-10010",1,"14-Jul-17",3.275,347.93625,"PROB","TPL","Temperate Plains",-99.18517,48.54729,"Region_08",169.5088871,"Non-Urban","NATURAL",16.46537,448,"H09030001","NLA_ND-10130",20.8142350287429,0.000233811665595774,1.12332576850841e-05
"318",2010494,"NLA17_IN-10008",1,"14-Jul-17",1.694,56.1925,"PROB","UMW","Upper Midwest",-86.46293,41.07632,"Region_05",10.69834972,"Non-Urban","NATURAL",96.81697,221,"H05020003","NLA_IN-10065",66.6628504808502,0.000120939530234883,1.81419680320487e-06
"319",2010495,"NLA17_NM-10024",1,"14-Jul-17",0.233,13.85625,"PROB","XER","Xeric",-107.6851,36.68847,"Region_06",3.363330883,"Non-Urban","MAN_MADE",29.85756,1812,"H14080103","NLA_NM-10094",37.1842510758745,1.66345398729207e-05,4.47354441507451e-07
"320",2010496,"NLA17_CO-10051",1,"13-Jul-17",0.096,8.9075,"PROB","WMT","Western Mountains",-105.6771,38.08872,"Region_08",49.32183736,"Non-Urban","NATURAL",3.278534,3454,"H13010003","NLA_CO-10099",23.8322052382092,6.85371599914329e-06,2.87582115487785e-07
"321",2010497,"NLA17_CO-10009",1,"16-Jul-17",0.363,24.92625,"PROB","WMT","Western Mountains",-107.9111,39.0367,"Region_08",173.2693429,"Non-Urban","MAN_MADE",5.726833,3098,"H14020005","NLA_CO-10053",32.203161259818,2.59156136217605e-05,8.0475371385657e-07
"322",2010498,"NLA17_CO-10053",1,"16-Jul-17",0.415,38.655,"PROB","WMT","Western Mountains",-106.8384,38.19279,"Region_08",11.96747588,"Non-Urban","MAN_MADE",30.49435,2791,"H14020003","NLA_CO-10101",23.7405757626573,2.96280431212965e-05,1.24799176808087e-06
"323",2010499,"NLA17_TX-10004",1,"16-Jul-17",0.494,23.31875,"PROB","SPL","Southern Plains",-101.6602,35.6388,"Region_06",4.926024275,"Urban","MAN_MADE",6559.394,895,"H11090105","NLA_TX-10023",46.8457839143743,3.52680802455915e-05,7.52854948698376e-07
"324",2010500,"NLA17_UT-10056",1,"13-Jul-17",0.204,7.235,"HAND","WMT","Western Mountains",-110.0191,40.83098,"Region_08",0,"Non-Urban","NATURAL",11.21403,3169,"H14040106","NLA_UT-10069",62.3505746148744,1.45641464981795e-05,2.33584799949944e-07
"325",2010501,"NLA17_VT-10016",1,"17-Jul-17",0.186,8.13375,"PROB","NAP","Northern Appalachians",-72.70189813,43.45205996,"Region_01",8.806177361,"Non-Urban","NATURAL",72.24434751,317,"H01080106","NLA_VT-10029",50.5674382429677,1.32790747483401e-05,2.62601294622371e-07
"326",2010502,"NLA17_OK-10066",1,"17-Jul-17",0.833,132.68875,"PROB","SPL","Southern Plains",-96.35644,36.47332,"Region_06",154.7772837,"Urban","MAN_MADE",2.164225,242,"H11070107","NLA_OK-10165",13.8822457063317,5.94702648675662e-05,4.28390810288294e-06
"327",2010503,"NLA17_OK-10008",1,"17-Jul-17",0.513,36.75875,"PROB","SPL","Southern Plains",-96.04201,36.81637,"Region_06",19.61112779,"Urban","MAN_MADE",103.4517,230,"H11070106","NLA_OK-10091",30.8606776917474,3.66245448704219e-05,1.18677059642847e-06
"328",2010504,"NLA17_CO-10037",1,"17-Jul-17",3.369,406.815,"PROB","WMT","Western Mountains",-107.1838,37.82878,"Region_08",11.96747588,"Non-Urban","MAN_MADE",23.88213,2983,"H13010001","NLA_CO-10085",18.3127211111738,0.000240522595844935,1.31341811184017e-05
"329",2010505,"NLA17_LA-10001",1,"18-Jul-17",1.293,119.11375,"PROB","CPL","Coastal Plains",-91.50773,31.6674,"Region_06",4.514194579,"Urban","NATURAL",460.2092,14,"H09030006","NLA_LA-10002",24.0041015617108,9.23109873634611e-05,3.84563392744127e-06
"330",2010506,"NLA17_OR-10012",1,"18-Jul-17",0.168,22.5675,"PROB","WMT","Western Mountains",-124.1468,43.85417,"Region_10",13.76744612,"Non-Urban","NATURAL",13.43489,19,"H17100207","NLA_OR-10084",16.4616990928929,1.19940029985008e-05,7.28600549118225e-07
"331",2010507,"NLA17_WI-10016",1,"18-Jul-17",0.309,18.2,"PROB","UMW","Upper Midwest",-90.48676,45.62225,"Region_05",49.00046501,"Non-Urban","NATURAL",19.02011,454,"H07050005","NLA_WI-10125",37.5436004814783,2.20603983722424e-05,5.87594106301172e-07
"332",2010508,"NLA17_ND-10014",1,"18-Jul-17",1.35,42.78875,"PROB","TPL","Temperate Plains",-99.83556,48.95604,"Region_08",136.5480042,"Non-Urban","NATURAL",38.29298,650,"H09030001","NLA_ND-10118",69.7674736873791,9.63803812379525e-05,1.38145150087881e-06
"333",2010509,"NLA17_ND-10026",1,"18-Jul-17",5.85,4143.575,"PROB","TPL","Temperate Plains",-99.97743,48.67467,"Region_08",27.69623785,"Non-Urban","NATURAL",23.30289,477,"H09010003","NLA_ND-10147",3.12197549753783,0.000417648318697794,0.000133776936759169
"334",2010510,"NLA17_ND-10009",1,"18-Jul-17",4.206,62.92875,"PROB","NPL","Northern Plains",-103.0633,48.66521,"Region_08",57.82200345,"Non-Urban","NATURAL",14.35588,684,"H10110101","NLA_ND-10142",147.798147785892,0.000300278432212465,2.03167926466483e-06
"335",2010511,"NLA17_NE-10011",1,"18-Jul-17",7.45,266.781,"PROB","SPL","Southern Plains",-100.5246,42.55822,"Region_07",14.81283009,"Non-Urban","NATURAL",10.61119,879,"H10150004","NLA_NE-10119",61.7518829734232,0.000531876918683515,8.61312875127104e-06
"336",2010513,"NLA17_ME-10042",1,"17-Jul-17",0.551,27.94875,"PROB","NAP","Northern Appalachians",-69.15053,44.4387,"Region_01",86.318774,"Non-Urban","NATURAL",33.03152,65,"H01050002","NLA_ME-10084",43.5951361330267,3.93374741200828e-05,9.02336306510158e-07
"337",2010514,"NLA17_OK-10050",1,"18-Jul-17",0.849,49.24875,"PROB","SPL","Southern Plains",-96.96621,36.18536,"Region_06",352.6203768,"Non-Urban","MAN_MADE",1.188459,292,"H11050003","NLA_OK-10149",38.1207385905072,6.06125508674234e-05,1.59001512322526e-06
"338",2010515,"NLA17_ND-10070",1,"19-Jul-17",5.763,534.238,"PROB","TPL","Temperate Plains",-98.92039,48.20118,"Region_08",126.9177201,"Non-Urban","NATURAL",1.094977,443,"H11120104","NLA_ND-10167",23.8540800304657,0.00041143713857357,1.72480824264904e-05
"339",2010516,"NLA17_OK-10010",1,"18-Jul-17",0.888,176.37125,"PROB","SPL","Southern Plains",-96.87368,35.99293,"Region_06",17.81016572,"Non-Urban","MAN_MADE",177.6573,255,"H11050003","NLA_OK-10001",11.1335586467408,6.33968729920754e-05,5.6942146714819e-06
"340",2010517,"NLA17_TX-10021",1,"18-Jul-17",0.863,13.58625,"PROB","XER","Xeric",-103.9405,31.95055,"Region_06",7.647103359,"Non-Urban","MAN_MADE",4560.065,866,"H13070001","NLA_TX-10215",140.462379796913,6.16120511172985e-05,4.38637386084302e-07
"341",2010518,"NLA17_IN-10077",1,"19-Jul-17",1.6,118.9575,"PROB","TPL","Temperate Plains",-87.40161,37.95701,"Region_05",112.4605403,"Urban","MAN_MADE",1.547398,130,"H10140102","NLA_IN-10175",29.7424665895171,0.000114228599985721,3.84058933518251e-06
"342",2010519,"NLA17_RI-10008",1,"19-Jul-17",0.518,6.03125,"PROB","NAP","Northern Appalachians",-71.46894,41.78866,"Region_01",8.815472523,"Urban","MAN_MADE",13.43617,20,"H01090004","NLA_RI-10056",189.920243016481,3.69815092453773e-05,1.94721261188403e-07
"343",2010520,"NLA17_ID-10088",1,"19-Jul-17",0.444,21.1825,"PROB","XER","Xeric",-111.8766,42.17765,"Region_10",2.420579044,"Non-Urban","MAN_MADE",30.69568,1485,"H16010202","NLA_ID-10215",46.35051706536,3.16984364960377e-05,6.83885283336515e-07
"344",2010521,"NLA17_LA-10046",1,"19-Jul-17",0.983,102.77625,"PROB","CPL","Coastal Plains",-90.1467,30.78229,"Region_06",240.8964322,"Non-Urban","MAN_MADE",1.641798,34,"H03180005","NLA_LA-10169",21.1499613744907,7.01791961162276e-05,3.3181713608646e-06
"345",2010522,"NLA17_WI-10111",1,"19-Jul-17",0.242,11.3,"PROB","UMW","Upper Midwest",-89.45093,45.75673,"Region_05",113.2937722,"Non-Urban","NATURAL",3.620717,493,"H07070002","NLA_WI-10186",47.35717099425,1.72770757478404e-05,3.64824912154024e-07
"346",2010523,"NLA17_CO-HP002",1,"18-Jul-17",0.651,36.09625,"HAND","WMT","Western Mountains",-107.2317809,39.9858551,"Region_08",0,"Non-Urban","NATURAL",130.908,2936.03,"H14050005","NLA_CO-10004",39.8811553230761,4.64767616191904e-05,1.1653815252513e-06
"347",2010524,"NLA17_CO-10010",1,"18-Jul-17",0.235,7.4825,"PROB","WMT","Western Mountains",-107.5965,37.54114,"Region_08",43.61147969,"Non-Urban","MAN_MADE",15.67964,3329,"H14080104","NLA_CO-10071",69.4496345882712,1.67773256229028e-05,2.41575434087831e-07
"348",2010525,"NLA17_ND-10013",1,"19-Jul-17",3.619,580.465,"PROB","NPL","Northern Plains",-102.9426,48.74898,"Region_08",57.82200345,"Non-Urban","NATURAL",13.18466,740,"H09030001","NLA_ND-10066",13.7867332542424,0.000258370814592704,1.87405391711049e-05
"349",2010526,"NLA17_ND-10069",1,"19-Jul-17",4.488,253.7775,"PROB","NPL","Northern Plains",-102.6896,48.74491,"Region_08",74.58466875,"Non-Urban","NATURAL",2.904591,740,"H10110101","NLA_ND-10166",39.1064651572719,0.000320411222959949,8.19330567647503e-06
"350",2010527,"NLA17_NE-10012",1,"18-Jul-17",0.796,47.36,"PROB","TPL","Temperate Plains",-96.35328,41.09245,"Region_07",14.58447865,"Non-Urban","MAN_MADE",37.83887,323,"H10200202","NLA_NE-10149",37.1663748097115,5.68287284928964e-05,1.52903609200129e-06
"351",2010528,"NLA17_OK-10004",1,"19-Jul-17",0.376,34.5725,"PROB","TPL","Temperate Plains",-96.41911,36.70544,"Region_06",74.00825509,"Non-Urban","MAN_MADE",325.3718,266,"H11070107","NLA_OK-10029",24.0494909332789,2.68437209966445e-05,1.11618666154381e-06
"352",2010529,"NLA17_NE-10014",1,"19-Jul-17",5.188,507.90125,"PROB","SPL","Southern Plains",-101.2442,42.35167,"Region_07",14.81283009,"Non-Urban","NATURAL",15.61368,1015,"H10210006","NLA_NE-10148",22.5875701315524,0.000370386235453702,1.63977901693955e-05
"353",2010530,"NLA17_NE-10038",1,"19-Jul-17",2.301,186.713,"PROB","TPL","Temperate Plains",-96.4811,41.3862,"Region_07",14.58447865,"Urban","MAN_MADE",43.71051,359,"H10200202","NLA_NE-10123",27.2515299848934,0.000164275005354466,6.02810210823135e-06
"354",2010531,"NLA17_OR-10063",1,"18-Jul-17",0.5,45.49625,"PROB","WMT","Western Mountains",-121.8139,44.79653,"Region_10",14.43240821,"Non-Urban","NATURAL",6.015794,1641,"H17070306","NLA_OR-10161",24.302067954244,3.56964374955379e-05,1.46886419553872e-06
"355",2010532,"NLA17_CA-10002",1,"18-Jul-17",0.273,16.27375,"PROB","WMT","Western Mountains",-120.4389,39.11326,"Region_09",21.8657385,"Non-Urban","MAN_MADE",574.7254,1592,"H18020128","NLA_CA-10005",37.0957226025439,1.94902548725637e-05,5.25404372935093e-07
"356",2010533,"NLA17_CA-10009",1,"19-Jul-17",0.151,11.8775,"PROB","XER","Xeric",-120.4968,37.95384,"Region_09",18.82796581,"Urban","MAN_MADE",4470.735,332,"H18040010","NLA_CA-10054",28.1125820810195,1.07803241236525e-05,3.83469725142427e-07
"357",2010534,"NLA17_OH-10024",1,"20-Jul-17",3.944,175.50375,"PROB","NAP","Northern Appalachians",-82.08387,41.11052,"Region_05",25.57300897,"Non-Urban","MAN_MADE",21.02137,259,"H03170009","NLA_OH-10063",49.6934711758576,0.000281573498964803,5.66620709526122e-06
"358",2010535,"NLA17_ND-10100",1,"20-Jul-17",4.238,1071.431,"PROB","NPL","Northern Plains",-102.2659,48.47312,"Region_08",60.62663326,"Non-Urban","NATURAL",6.980573,678,"H10110101","NLA_ND-10197",8.74672702382881,0.00030256300421218,3.45915681817786e-05
"359",2010536,"NLA17_AR-10001",2,"20-Jul-17",0.963,95.12625,"PROB","CPL","Coastal Plains",-92.27375,34.53937,"Region_06",63.91637438,"Non-Urban","MAN_MADE",105.785,73,"H11110207","NLA_AR-10020",22.3859092453289,6.87513386164061e-05,3.07118812387537e-06
"360",2010537,"NLA17_MN-10002",1,"20-Jul-17",3.206,242.54375,"PROB","UMW","Upper Midwest",-93.90054,44.19519,"Region_05",218.0854638,"Urban","NATURAL",186.6833,300,"H06040005","NLA_MN-10027",29.2295586843814,0.000228885557221389,7.83061967143872e-06
"361",2010538,"NLA17_WI-10027",1,"20-Jul-17",0.405,39.8,"PROB","UMW","Upper Midwest",-89.55144,45.70825,"Region_05",320.0081685,"Urban","NATURAL",1.03547,490,"H12030201","NLA_WI-10136",22.50198233473,2.89141143713857e-05,1.28495854015311e-06
"362",2010539,"NLA17_CO-10038",1,"20-Jul-17",0.175,5.363,"PROB","WMT","Western Mountains",-106.323,39.83299,"Region_08",29.17571371,"Non-Urban","NATURAL",19.25,2632,"H14010002","NLA_CO-10086",72.1571015676201,1.24937531234383e-05,1.73146549016109e-07
"363",2010540,"NLA17_ND-10089",1,"20-Jul-17",6.263,704.788,"PROB","TPL","Temperate Plains",-100.5755,48.82621,"Region_08",96.86160627,"Non-Urban","NATURAL",3.29284,459,"H09010002","NLA_ND-10186",19.6504608002395,0.000447133576069108,2.27543557687797e-05
"364",2010541,"NLA17_IA-10031",1,"20-Jul-17",0.958,67.1725,"PROB","TPL","Temperate Plains",-94.88106,41.53587,"Region_07",156.9818391,"Non-Urban","MAN_MADE",3.118183,398,"H10240003","NLA_IA-10103",31.5371777104743,6.83943742414507e-05,2.16869039041294e-06
"365",2010542,"NLA17_NE-10025",1,"20-Jul-17",14.15,695.319,"PROB","SPL","Southern Plains",-100.5668,42.44681,"Region_07",31.1070753,"Non-Urban","NATURAL",11.47865,896,"H10210006","NLA_NE-10173",45.0008970620977,0.00101020918112372,2.24486454065508e-05
"366",2010543,"NLA17_MN-10026",1,"19-Jul-17",1.319,51.88875,"PROB","UMW","Upper Midwest",-94.02673,45.2638,"Region_05",173.5943517,"Non-Urban","NATURAL",179.7968,311,"H07010104","NLA_MN-10146",56.2108839829967,9.41672021132291e-05,1.67524855402939e-06
"367",2010544,"NLA17_OR-10079",1,"20-Jul-17",0.058,12.54125,"PROB","WMT","Western Mountains",-121.7642,44.57941,"Region_10",42.65136929,"Non-Urban","NATURAL",2.440123,1424,"H17070301","NLA_OR-10176",10.2267113137,4.1407867494824e-06,4.04899153057669e-07
"368",2010545,"NLA17_TX-10020",1,"20-Jul-17",0.368,18.5575,"PROB","SPL","Southern Plains",-101.1655,32.58188,"Region_06",40.46394082,"Non-Urban","MAN_MADE",707.3311,688,"H12080002","NLA_TX-10131",43.8507653479278,2.62725779967159e-05,5.9913613338923e-07
"369",2010546,"NLA17_TX-10022",1,"20-Jul-17",0.593,99.7275,"PROB","SPL","Southern Plains",-98.37163,33.71431,"Region_06",18.54343288,"Non-Urban","MAN_MADE",3760.182,279,"H11130209","NLA_TX-10216",13.1488747794505,4.2335974869708e-05,3.21974127671154e-06
"370",2010547,"NLA17_MT-10014",1,"20-Jul-17",0.138,6.36875,"PROB","WMT","Western Mountains",-113.3746,46.11822,"Region_08",79.94830779,"Non-Urban","MAN_MADE",152.3346,1847,"H17010202","NLA_MT-10124",47.9152450212466,9.85221674876847e-06,2.0561758046734e-07
"371",2010548,"NLA17_MO-10015",1,"20-Jul-17",1.12,88.808,"PROB","TPL","Temperate Plains",-93.86535,38.44749,"Region_07",317.4151069,"Non-Urban","MAN_MADE",1.940286,231,"H10290108","NLA_MO-10067",27.8878324984882,7.9960019990005e-05,2.86720095562607e-06
"372",2010549,"NLA17_MN-10005",1,"17-Jul-17",0.449,20.365,"PROB","UMW","Upper Midwest",-92.00226,47.06912,"Region_05",410.6369815,"Non-Urban","NATURAL",39.88678,428,"H04150101","NLA_MN-10074",48.7540563382579,3.20554008709931e-05,6.57491976638646e-07
"373",2010550,"NLA17_MN-10189",1,"19-Jul-17",0.551,12.475,"PROB","UMW","Upper Midwest",-93.99548,46.84557,"Region_05",50.04500515,"Non-Urban","NATURAL",24.39685,401,"H07010105","NLA_MN-10181",97.6697042884112,3.93374741200828e-05,4.02760245939951e-07
"374",2010551,"NLA17_AR-HP001",1,"20-Jul-17",0.276,21.03125,"HAND","SAP","Southern Appalachians",-94.2146709,34.2145297,"Region_06",0,"Non-Urban","MAN_MADE",392.2009,153.64,"H11140109","NLA_AR-10006",29.0196937156911,1.97044334975369e-05,6.79002118030028e-07
"375",2010552,"NLA17_SD-10001",2,"21-Jul-17",0.289,16.42,"PROB","NPL","Northern Plains",-100.7009,44.6471,"Region_08",8.829541149,"Urban","MAN_MADE",125497.4,490,"H10130105","NLA_SD-10005",38.9200615344929,2.06325408724209e-05,5.30126111289299e-07
"376",2010553,"NLA17_ND-10018",1,"18-Jul-17",2.316,63.0075,"PROB","TPL","Temperate Plains",-99.9807,48.87739,"Region_08",394.4256816,"Non-Urban","NATURAL",4.303303,648,"H09030001","NLA_ND-10138",81.2821411235851,0.000165345898479332,2.03422173916325e-06
"377",2010554,"NLA17_CO-10003",1,"21-Jul-17",0.13,7.81,"PROB","WMT","Western Mountains",-107.8851,37.82464,"Region_08",20.80622003,"Non-Urban","NATURAL",50.09886,2961,"H14030003","NLA_CO-10003",36.8079090118376,9.28107374883987e-06,2.52148899462206e-07
